"How do you predict Breaking Bad will end? And if you were in control of the show, how would you choose to wrap things up? http://on.wsj.com/19to8xW

Share your theories. We'll feature the best ones online and in the print Wall Street Journal.

Credit: Ursula Coyote/AMC",1379947374,91,81,409,2013-09-23 20:12:54,photo,added_photos
"Chocolate prices are on the rise. One kilogram of chocolate will cost a record $12.25 this year: http://on.wsj.com/1faX8uc

Americans and Europeans are buying more dark chocolate for health and economic reasons. ""People are going back to an impulse buy,"" said one chocolate producer.

Will you pay more for your favorite chocolate?",1379940788,52,525,747,2013-09-23 18:23:08,photo,added_photos
"Kenyan police move to end the siege on an upscale Nairobi mall, now in its third day, with more than 68 people confirmed dead. http://on.wsj.com/1ahG9jN

""They were at all the exits; even if you wanted to escape you couldn't,"" one witness said.",1379936585,41,122,269,2013-09-23 17:13:05,photo,added_photos
Ever wondered where the cheapest—and most expensive—place to buy an iPad is? Here's a list: http://on.wsj.com/1dCBY3O,1379928600,409,4488,4056,2013-09-23 15:00:00,photo,added_photos
"Typhoon Usagi hit southern China, killing at least 25 people, but the full brunt of the storm skirted Hong Kong, which had expected to take a direct hit. http://on.wsj.com/16As1z1
 
Photos of the killer typhoon: http://on.wsj.com/18NVACY
Credit: Chance Chan/Reuters",1379916001,42,273,577,2013-09-23 11:30:01,photo,added_photos
"Former Communist Party official Bo Xilai was sentenced to life in prison by a Chinese court after being convicted of bribery, embezzlement and abuse of power. http://on.wsj.com/16kzuYC

Despite the end to China's most politically charged trial in decades, the Communist Party remains split over Mr. Bo's policies. http://on.wsj.com/15NK1cu

What do you think about the outcome and sentencing?

Credit: European Pressphoto Agency",1379902573,156,385,914,2013-09-23 07:46:13,photo,added_photos
"If it were anyone else, Wall Street would probably laugh him off. But because it's Jeremy Grantham, they just might listen.",1379868553,64,401,1186,2013-09-22 22:19:13,link,shared_story
"Big pay-TV operators including Comcast and Verizon's FiOS are taking steps to vastly expand their on-demand TV offerings, edging toward turf occupied by online players like Netflix. 
http://on.wsj.com/14uvu4t",1379804616,34,135,419,2013-09-22 04:33:36,photo,added_photos
"Gunmen burst into an upscale shopping mall in Nairobi, opening fire and throwing grenades in a terrorist attack that has left at least 39 dead and more than 150 injured. http://on.wsj.com/1eyoJo2

Photo: An image taken from AFP TV shows a woman coming out of an air vent where she had been hiding. (Nichole Sobecki/AFP/Getty Images)",1379801691,169,549,1068,2013-09-22 03:44:51,photo,added_photos
"One-fifth of U.S. states won't return to pre-recession employment levels until 2016 or later, economists say. http://on.wsj.com/1gLBIPZ

Michigan, Rhode Island and Nevada likely won’t return to peak employment until 2018 — more than one decade since the Great Recession began.",1379772242,129,1083,1165,2013-09-21 19:34:02,photo,added_photos
"New York's narrowest townhouse recently sold for $3.25 million. It's 9½ feet wide. http://on.wsj.com/1gJhLcy

Credit: Claudio Papapietro for The WSJ",1379713203,251,909,1892,2013-09-21 03:10:03,photo,added_photos
"BlackBerry expects to post an operating loss of nearly $1 billion and will cut 4,500 jobs, or 40% of its workforce: http://on.wsj.com/14r597m

Can BlackBerry bounce back?

Credit: Getty Images",1379707030,197,350,662,2013-09-21 01:27:10,photo,added_photos
"A super typhoon is the most intense of tropical cyclones, with a sustained wind speed of 114 miles an hour or above.",1379704178,63,237,646,2013-09-21 00:39:38,link,shared_story
"To attract wealthy investors, countries such as the United States, Australia and the New Zealand are offering millionaire visas: http://on.wsj.com/1eZFHg7

Below, the number of individuals worth more than $30 million and their total net worth, by country. Credit: Pitch Interactive",1379700229,100,923,1171,2013-09-20 23:33:49,photo,added_photos
"Artist C.K. Wilde gets up to $160,000 for works that incorporate as many as 10,000 strips of cut up bills. In this piece, he blends 140 different currencies. http://on.wsj.com/1bvQe0c

Photo: ""Mesmeric Spiral"" (courtesy of C.K. Wilde and Rosamund Felsen Gallery)",1379695050,40,246,955,2013-09-20 22:07:30,photo,added_photos
"On Apple's first day of new iPhone sales, initial demand was heavily tilted toward the more expensive iPhone 5S rather than the lower-end 5c. http://on.wsj.com/1aYZydz

Demand for the gold iPhone 5S was so high that it sold out in many stores and Apple asked suppliers to ramp up production. http://on.wsj.com/1gHXTGt

Photo: Gold iPhone 5S (Apple)",1379688060,130,393,1421,2013-09-20 20:11:00,photo,added_photos
"In a low-carb age, does cereal have a future? http://on.wsj.com/16tWAq1

And it's not just the revolt against carbs: 'sitting down, pouring cereal and adding milk is simply just too inconvenient' for today's consumers, according to one analyst.

Photo: F. Martin Ramin for the Wall Street Journal",1379677984,82,90,232,2013-09-20 17:23:04,photo,added_photos
"High-powered executives in China are making more time for family. http://on.wsj.com/1eu17kk

Here are four rules for embracing a better work-life balance. What tips would you add?",1379669401,37,393,617,2013-09-20 15:00:01,photo,added_photos
"China’s latest Internet crackdown is putting a chokehold on public debate and social-media platforms such as Weibo, China’s popular microblogging service. http://on.wsj.com/1eu9BYJ

What’s different about this current campaign is that it’s wider, more systematic and more strident. Does this spell the end of political discourse online in China?",1379658600,23,84,183,2013-09-20 12:00:00,photo,added_photos
"When it comes to gay rights in the Asia-Pacific region, Thailand is at the forefront. http://on.wsj.com/1etVOkS

The resort nation plans to introduce a landmark bill to extend most marriage benefits to same-sex couples. What do you think about this move by the Thai government?

Credit: Reuters",1379649274,179,191,1131,2013-09-20 09:24:34,photo,added_photos
"A couple in Hong Kong were sentenced to prison for torturing their Indonesian maid. http://on.wsj.com/1aVroYh

The maid said she was repeatedly assaulted, forced to wear diapers, whipped with a bicycle chain and scalded with a hot iron. The couple was sentenced to just over 3 years and 5 ½ years, respectively.

Credit: Reuters",1379635200,43,94,347,2013-09-20 05:30:00,photo,added_photos
"On average, it's 35% cheaper to buy a home than rent one in the U.S., a new study found. That assumes you live in the home for at least 7 years. http://on.wsj.com/1gEuYmJ

Thinking about buying a home? Read this first: http://on.wsj.com/16rwuE2

Do you rent or own your home? Why?",1379621320,68,882,971,2013-09-20 01:38:40,photo,added_photos
"Life on Mars? It looks unlikely, scientists say. They can't find methane in the thin Martian air, dealing a blow to hopes that life might be lurking in the soil of the arid world. http://on.wsj.com/18eeLSf

Photo: A Mars image stitched together from nearly 900 images taken by NASA's Curiosity rover. (Credit: NASA)",1379614956,72,231,628,2013-09-19 23:52:36,photo,added_photos
"Pope Francis warned that the Catholic Church's moral edifice could ""fall like a house of cards."" http://on.wsj.com/1eV776G

The Church needs to balance rules about abortion, homosexuality against the need make the church a more welcoming place for all, the Pope said.

How do you think the Church should approach controversial issues?

Credit: Zumapress.com",1379613084,138,229,733,2013-09-19 23:21:24,photo,added_photos
"Do you know who will inherit your Facebook, Google and Twitter accounts after you die? Advisors say to have a plan for passing on ownership and passwords: http://on.wsj.com/18Dq6JE",1379605938,110,790,726,2013-09-19 21:22:18,photo,added_photos
"Nearly half of Americans who matriculate into four-year colleges don't graduate: http://on.wsj.com/19hbCRV

This places the U.S. behind nearly every major industrialized country when it comes to rates of college completion.",1379600210,77,515,559,2013-09-19 19:46:50,photo,added_photos
"Some 30% of executives and employees argue with a co-worker at least once a month, a new study finds. http://on.wsj.com/1aNtQwq

Office blow-ups can impact everyone in a workplace, but an argument can be helpful if it brings problems out in the open to be solved. 

How does your workplace resolve conflicts?",1379595608,25,181,353,2013-09-19 18:30:08,photo,added_photos
"In Syria, units of a jihadist group known as ISIS are seizing territory from Western-backed rebels. http://on.wsj.com/1aVEWTv

Some U.S.-backed rebels consider ISIS as to be as big a threat to their survival as the forces of President Bashar al-Assad.",1379591487,54,236,348,2013-09-19 17:21:27,photo,added_photos
"Celebrating the Mid-Autumn Festival? Share your photos on Instagram or Twitter of fiery dragons, colorful lanterns, mooncakes and more by adding the hashtag #WSJMidAutumn http://on.wsj.com/1d7p9OV

We’ll feature the best ones on WSJ.com, along with these photos: http://on.wsj.com/18APg1x

Instagram photos: @davidakast, @nixpixl, @talkingsuperpower, @bongjai",1379583000,1,43,167,2013-09-19 15:00:00,photo,added_photos
"Thought Singapore was pricey? Office space in Yangon, Myanmar, is the most expensive in Southeast Asia—and it’s keeping global firms out. http://on.wsj.com/1draLRD",1379577601,37,316,527,2013-09-19 13:30:01,photo,added_photos
"Two years after a nuclear-plant disaster crippled a primary source of power, Japanese homeowners are turning to hydrogen fuel cells and solar panels to generate their own energy. http://on.wsj.com/1aJYcjs

Do you rely on a utility firm to supply your heat and electricity? If not, how has alternative energy helped or hindered?",1379563201,16,369,659,2013-09-19 09:30:01,photo,added_photos
"Spark “public chaos” or a “mass incident” online in China and you could be punished by law. http://on.wsj.com/15C4n8r
 
China’s latest crackdown targeting bloggers could be applied to those offenses if the online expression is reposted at least 500 times, or is viewed or clicked 5000 times or more.

How cautious are you about what you post online?

Credit: Reuters",1379554018,27,86,242,2013-09-19 06:56:58,photo,added_photos
"Fifteen million Americans between the ages of 19 and 29 are enrolled in a parent's healthcare plan. http://on.wsj.com/1eRNBYL

At what age should young adults have their own health insurance?",1379543542,83,163,290,2013-09-19 04:02:22,photo,added_photos
"Researchers say eating dinner together as a family can mean better grades, a healthier body weight and better mental health for children. But 32% of families spend 20 minutes or less eating dinner together. http://on.wsj.com/16abDen

What do you think is the ideal length of a family dinner?",1379537358,92,1596,2090,2013-09-19 02:19:18,photo,added_photos
"Panera Bread CEO Ron Shaich is trying to eat on $4.50 a day for a week. That's the average amount allocated to individuals in the federal food stamp program. It’s not going so well.

“I’ve been eating a lot of carbs and drinking a lot of water,” said Mr. Shaich. ""I can’t even go into a Panera.”",1379531351,367,628,1912,2013-09-19 00:39:11,link,shared_story
"""The new iPhone 5S is a delight,"" writes Walt Mossberg. ""Its hardware and software make it the best smartphone on the market."" Our review of the new iPhone: http://on.wsj.com/18yWOC2

Which smartphone do you prefer? Why?",1379525281,361,1038,1828,2013-09-18 22:58:01,photo,added_photos
"""We are respectfully requesting that customers no longer bring firearms into our stores,” wrote Starbucks CEO Howard Schultz in an open letter to customers. http://bit.ly/14m78tu

Starbucks stopped short of banning guns outright, with Schultz saying it doesn't want to put its employees in the position of confronting armed customers.

Should guns be allowed in Starbucks?

Credit: Reuters",1379519270,891,438,1793,2013-09-18 21:17:50,photo,added_photos
"“Liking” something on Facebook is protected by the First Amendment, a federal appeals court has ruled. http://on.wsj.com/1f6pHq1

How much should the Constitution shield what we say on social media?",1379513891,96,807,1348,2013-09-18 19:48:11,status,mobile_status_update
"The median U.S. household income is $51,017. http://on.wsj.com/152zeN3

The income of the typical U.S. family stabilized last year for the first time since the recession. While incomes are no longer free-falling, they're not rising, either. 

Has your household income remained steady in the past few years?",1379509359,43,347,474,2013-09-18 18:32:39,photo,added_photos
"The suspect in Monday's Navy Yard shootings had a history of mental-health problems and sought treatment for paranoia, but nothing in his background disqualified him from owning the shotgun he allegedly purchased last week.

Legal scholars debate: How far should laws go to keep firearms away from the mentally ill? http://on.wsj.com/17JcqQf",1379505580,101,110,382,2013-09-18 17:29:40,status,mobile_status_update
"MTR’s Hong Kong subway carries 5.1 million people on an average weekday and is on-time 99.9% of the time. http://on.wsj.com/14hzwgo

Despite its relatively modest scale, it carries roughly the same number of people as systems in London and New York. How much do you rely on public transportation to get around?

Photo: MTR CEO and New Yorker Jay Walder.",1379498400,101,362,1162,2013-09-18 15:30:00,photo,added_photos
"Tickets to Superbowl XLVIII this February may cost up to $2,600 for the best seats, more than double the top rates from last year. http://on.wsj.com/150fFow

How much would you pay to attend the Superbowl?",1379451973,59,109,236,2013-09-18 02:36:13,photo,added_photos
"More than two million people in the U.S. develop infections every year that are resistant to antibiotics, and at least 23,000 of them die as a result. http://on.wsj.com/16buQWa

Public-health experts say excessive use of the drugs lead to greater resistance. Would you consider cutting back on antibiotic use?",1379446589,119,619,645,2013-09-18 01:06:29,photo,added_photos
"Women earned 76.5 cents for every dollar that men did last year. The gender pay gap has barely budged in almost a decade. http://on.wsj.com/16hQLMn

Younger workers are making inroads. In 2012, women between 15 and 24 years old earned 88 cents for every dollar that men did.",1379440826,101,341,464,2013-09-17 23:30:26,photo,added_photos
"Foot pain can signal large and small health problems. How to keep your feet healthy: http://on.wsj.com/1eLGtNu

Have you had foot problems? How did you handle them?",1379435424,65,1790,2034,2013-09-17 22:00:24,photo,added_photos
"A volcano in western Indonesia erupted for the second time this week, spewing volcanic ash nearly two miles into the air. http://on.wsj.com/15AkoM0

Credit: Roni Bintang/Reuters",1379432325,33,270,648,2013-09-17 21:08:45,photo,added_photos
"Thinking of switching careers? Here's where job growth will come over the next decade: http://on.wsj.com/16gZXR3

What industries do you think will grow the most in the next 10 years?",1379427091,116,1213,1328,2013-09-17 19:41:31,photo,added_photos
"Insomnia's effects may not be as bad as they feel: http://on.wsj.com/188C14g

Researchers find that insomniacs are often able to perform cognitive tasks as well as people getting adequate sleep.

Do you function well on very little sleep?",1379422623,35,232,362,2013-09-17 18:27:03,photo,added_photos
"Aaron Alexis, the 34-year-old suspect in the U.S. Navy Yard shooting spree, had at least two earlier brushes with the law involving guns. http://on.wsj.com/1eKCd0N

Alexis served in the Navy for 4 years before he was discharged after a 2010 arrest for firing a gun at his apartment.",1379418077,64,60,269,2013-09-17 17:11:17,status,mobile_status_update
"Jetpacks that can travel up to 7,000 feet in the air at speeds of 50 mph are set to launch next year in New Zealand. http://on.wsj.com/16aJkFK

Would you pay the $150,000 price tag for the lift device? What should be the rules of the road (or should we say skies)?

Credit: Martin Aircraft Company",1379412000,130,855,1496,2013-09-17 15:30:00,photo,added_photos
"South Korea plans to build the world’s first disappearing skyscraper. http://on.wsj.com/18rVlHv

Light-emitting diodes and cameras will give the 1,476-foot building its stealth capability. What do you think of the project? 

Credit: GDS Architects",1379405400,268,614,1604,2013-09-17 13:40:00,photo,added_photos
"Ever heard of Tencent? Well the Chinese internet giant best known for its WeChat app is worth almost as much as Facebook. http://on.wsj.com/14Y965Q

Its market cap just topped $100 billion, close to Facebook’s $103.5 billion. Do you use WeChat?

Credit: Reuters",1379401236,86,312,714,2013-09-17 12:30:36,photo,added_photos
"The southeastern factory town of Yantian, once an emblem of China’s massive export boom, is now a symbol of the country’s struggle to sustain growth. http://on.wsj.com/1ekqbdl

The number of foreign firms there has dwindled to about 150 from more than 400 in 1998. Has China lost its mojo?

Credit: Tim Franco for The Wall Street Journal",1379394807,41,119,361,2013-09-17 10:43:27,photo,added_photos
"Five years after the financial crisis, the unemployment rate for Americans under 25 is 15.6%. http://on.wsj.com/1aOn8K2

Students struggle to find jobs whether they majored in engineering or philosophy. How much do you think a college major matters?",1379365287,198,443,984,2013-09-17 02:31:27,status,mobile_status_update
"UPDATE: At least 13 people were killed in a Navy Yard shooting today, including the suspected gunman. http://on.wsj.com/17EfYTV

Photo: A police helicopter lifted what appeared to be a shooting victim. (Saul Loeb/AFP/Getty Images)",1379359289,45,182,430,2013-09-17 00:51:29,photo,added_photos
76% of uninsured Americans polled say they don't understand the federal health-care law and how it would affect them. http://on.wsj.com/1eVQZPO,1379354706,63,265,478,2013-09-16 23:35:06,photo,added_photos
"Tuesday will mark the 1,000th day of average U.S. gas prices of $3 or more per gallon – the longest such streak in history. http://on.wsj.com/1goMR9b

How high are gas prices where you live? Have you changed your driving habits?",1379349739,169,213,545,2013-09-16 22:12:19,status,mobile_status_update
"Officials say at least ten people were injured, including two law-enforcement officers, in a shooting at the Washington Navy Yard. Live updates: http://on.wsj.com/1eGjLGF

Credit: Alex Wong/Getty Images",1379340813,41,241,497,2013-09-16 19:43:33,photo,added_photos
"Say goodbye to passwords that are long, complicated and hard to remember: http://on.wsj.com/180kahv

Many laptops and smartphones now come with built-in fingerprint readers or use facial and voice recognition. What tools do you use to remember your passwords?",1379339518,98,961,1258,2013-09-16 19:21:58,photo,added_photos
"Fried chicken joints are booming in South Korea—and battering the economy. http://on.wsj.com/1864nMs

Families are using their homes as collateral for loans to open restaurants, adding to the nation’s rising household debt, which is approaching levels of those in the U.S. before the housing bust. 

Have Koreans taken this food craze too far? How would you slow the growth of chicken restaurants?",1379323801,75,316,525,2013-09-16 15:00:01,photo,added_photos
"Lawrence Summers has withdrawn his name from consideration as the next chairman of the Federal Reserve: http://on.wsj.com/14TnAE4

Here's his letter to President Obama: http://on.wsj.com/17YZuXd

The decision leaves Janet Yellen, Donald Kohn and others in the contest. Whom would you like to see succeed Ben Bernkanke?  

Photo: Bloomberg",1379277520,148,253,639,2013-09-16 02:08:40,photo,added_photos
"For fans of personal space, these are difficult times. America has become a nation of huggers: http://on.wsj.com/169xb4A

Do you hug friends, acquaintances, co-workers? Do they hug back or shrug you off? Nonhuggers, how do you dodge them?

Illustration: Katie Turner",1379247744,271,950,1780,2013-09-15 17:52:24,photo,added_photos
"The U.S. jobless rate for those under age 25 was 15.6% in August, 2½ times the rate for 25 and older. But here's how members of the class of 2008 from Ohio State found jobs:  http://on.wsj.com/16109K1

Have you had trouble finding full-time work since the recession began five years ago? If you're a recent grad, you're not alone:  http://on.wsj.com/192aZdz",1379201529,71,852,1225,2013-09-15 05:02:09,photo,added_photos
"""In the very tricky business of building immortal supersports cars—the 911 Turbo, the 959, the Carrera GT—Porsche has done it again.""

What do you think are the greatest sports cars of all time?",1379178839,123,467,1841,2013-09-14 22:43:59,link,shared_story
"From the best PB&J and no-sweat bike clothing, to a tasting tour in Ecuador and a look at design's key color for fall, here are fifty ways to make your season more stylish: http://bit.ly/1aJpPwo",1379165405,15,66,302,2013-09-14 19:00:05,photo,added_photos
"On game day, Cowboys Stadium consumes more electricity than Liberia, a country with 3.7 million people: http://on.wsj.com/15YkBen

Credit: EPA",1379104511,420,2375,3611,2013-09-14 02:05:11,photo,added_photos
"More artists are testing the limits of privacy by creating works that involve spying on strangers. http://on.wsj.com/17Vuibz

What do you think of surveillance art? Does it violate one’s privacy? 

Credit: Annie Tritt for The Wall Street Journal",1379102955,47,96,301,2013-09-14 01:39:15,photo,added_photos
"Coming soon to Facebook: auto-playing videos in your newsfeed. http://on.wsj.com/161FEqL

What kinds of videos do you like to watch on Facebook?",1379099030,166,158,396,2013-09-14 00:33:50,status,mobile_status_update
"Apple's iPhone 5S fingerprint sensor won't work if your hands are sweaty, you restart your phone or you haven't used it for 48 hours. http://on.wsj.com/13XrFEH

A simple finger swipe of your iPhone could act as evidence against you in court, say privacy experts. http://on.wsj.com/14SeEtf

Are you concerned about the use of fingerprint sensors in electronics?",1379095193,148,560,1042,2013-09-13 23:29:53,status,mobile_status_update
"Who is middle class? Most Americans say it's people at the same income level as themselves: http://on.wsj.com/18X6xy5

Which income level would you consider middle class?",1379089621,153,814,1077,2013-09-13 21:57:01,photo,added_photos
"An elite Syrian military unit is moving stocks of chemical weapons to as many as 50 sites to make them harder for the U.S. to track. http://on.wsj.com/15pLsxD

This could complicate a U.S. bombing campaign in Syria and raises questions about how to implement a Russian proposal that calls for Syria to surrender control of its stockpile, officials said.",1379082184,138,284,541,2013-09-13 19:53:04,status,mobile_status_update
"New York City pays to keep a record 2,684 families in apartments costing $3,000 a month to get them out of homeless shelters. Their average time in such housing: 354 days. http://on.wsj.com/1awontS

What are the best ways to fight homelessness and keep costs down?

Photo: Pedro Vasquez, who was formerly homeless, with his daughter in their apartment.
Credit: Craig Warga for The Wall Street Journal",1379077133,261,333,688,2013-09-13 18:28:53,photo,added_photos
"Don't brush your teeth immediately after lunch. Some experts say it may do more harm than good: http://on.wsj.com/14LR07a

Oh, and by the way - experts also suggest eating more string cheese. Who knew? Do you brush midday? Will these findings change your habits?

Photo: ClassicStock/Corbis",1379071864,71,434,872,2013-09-13 17:01:04,photo,added_photos
"Chinese workers are among the world’s most stressed people, many getting just 5 vacation days a year. How one executive’s cancer diagnosis is making businesspeople re-evaluate pursuits of wealth and success. http://on.wsj.com/16pbBwn

How do you maintain a work-life balance?",1379064601,104,909,1241,2013-09-13 15:00:01,photo,added_photos
"How are you celebrating the Mid-Autumn Festival? Share your photos of moon cakes, dragon dances and more on Instagram or Twitter by adding the hashtag #WSJMidAutumn http://on.wsj.com/1d7p9OV

We'll feature the best photos on our website.

Credit: Diana Jou/The Wall Street Journal",1379041998,30,194,1030,2013-09-13 08:43:18,photo,added_photos
"Twitter, which is currently valued at about $10 billion, officially set in motion its long-expected plan for an IPO: http://on.wsj.com/15Yjo0S

Would you invest in Twitter?",1379020954,138,272,984,2013-09-13 02:52:34,status,mobile_status_update
"NASA's Voyager 1 has crossed a new frontier, becoming the first spacecraft ever to leave the solar system. http://on.wsj.com/15YbeWd

Thirty-six years after it was launched from Earth on a tour of the outer planets, the plutonium-powered probe is more than 11½ billion miles from the sun.

Photo: NASA",1379018623,144,1259,3053,2013-09-13 02:13:43,photo,added_photos
"Twin brothers Cameron and Tyler Winklevoss were made famous by ""The Social Network."" Now they're funding start-ups that aim to transform how we shop, invest and spend: http://on.wsj.com/17ZFVfN

""Entrepreneurs are a special breed. They make their own fate, but there's no safety net if it doesn't work out,"" Tyler says.

Photo: Kava Gorna",1379016149,75,103,466,2013-09-13 01:32:29,photo,added_photos
"For the Breaking Bad fan who has everything, now there's a Lego-like meth lab. http://on.wsj.com/15ZNFeG

Photo: The $250 ""Building Bad"" lab (Citizen Brick)",1379008526,178,1458,1942,2013-09-12 23:25:26,photo,added_photos
"In 2006, the 10 largest U.S. banks made up $7.81 trillion. In 2013, it's up to $10.97 trillion. http://on.wsj.com/15XeHEv

Five years after the events that shook the financial system, what are your predictions about the future of the U.S. economy?",1379003217,118,684,788,2013-09-12 21:56:57,photo,added_photos
"Which college grads earn the most? Hint: They didn't necessarily go to Harvard or Yale. http://on.wsj.com/15Uq1XT

Which do you think matters more when it comes to salary, your major or your school?",1378998232,209,1768,2024,2013-09-12 20:33:52,photo,added_photos
"Almost nine of 10 U.S. fliers said they think every flight should offer Wi-Fi: http://on.wsj.com/13Rbw3C

New technologies could mean Internet speeds on airplanes would be as fast as the average Internet speeds for Americans on the ground. Do you prefer to have Wi-Fi on your flights?",1378995961,85,158,731,2013-09-12 19:56:01,photo,added_photos
"With a U.S. attack now on hold, Syrian rebels say they've given up on the prospect of decisive foreign help. http://on.wsj.com/13QMyS3

""The revolution is dead. It was sold,"" said a commander in the rebels' Western-backed Free Syrian Army.

Credit: Getty Images",1378990788,63,59,168,2013-09-12 18:29:48,link,shared_story
"A dozen global retailers are negotiating a $77 million compensation package for the victims of two Bangladesh garment factory accidents: http://on.wsj.com/1elO1q0

How would you compensate factory workers for accidents?",1378987852,30,104,294,2013-09-12 17:40:52,photo,added_photos
"Five years post-Lehman, Asia's outlook is far murkier. http://on.wsj.com/15SSHR5

Though growth in Asia soared ahead of the U.S. and Europe, ground has shifted and the region is struggling as capital flows out and high debt levels raise concerns about future growth. 

Is Asia due for a crisis?",1378978200,20,198,379,2013-09-12 15:00:00,photo,added_photos
"The challenge for Apple’s new “cheap” iPhone? The slew of startups in China launching high-spec phones at nearly half the price. http://on.wsj.com/1g30vP2

Click to see the side-by-side comparison. What's your preference?",1378965400,196,721,1272,2013-09-12 11:26:40,photo,added_photos
"There were 24,923 reported rape cases in India last year. On average, 24% of rape cases end with a conviction. http://on.wsj.com/15XVVvF

Why the struggle for India's women is far from over: http://on.wsj.com/1egnJpp",1378952916,69,337,471,2013-09-12 07:58:36,photo,added_photos
"Thinking about getting a new iPhone? A side-by-side comparison of how the iPhone 5S stacks up to its rivals: http://on.wsj.com/15Sfk8b

Worried about privacy with the iPhone 5S, which comes with a fingerprint scanner? Apple says it won’t store users' fingerprints: http://on.wsj.com/15SeKY5",1378933757,181,662,1104,2013-09-12 02:39:17,photo,added_photos
"8% of college graduates had a parent accompany them to a job interview, a 2012 survey found.

Have you witnessed this at your company?",1378929672,438,747,632,2013-09-12 01:31:12,link,shared_story
"Your co-workers are making you less productive. Even a 2-second disruption can mean a doubling of errors: http://on.wsj.com/17qLeFN

How do you handle interruptions at work?",1378924692,79,1118,1375,2013-09-12 00:08:12,photo,added_photos
"This is what The Wall Street Journal looked like from Sept. 12, 2001: http://on.wsj.com/17QhTpd

Where were you when you learned about the Sept. 11 attacks? How did you find out about them?",1378918841,186,527,1318,2013-09-11 22:30:41,photo,added_photos
"Study: 95% of all income gains between 2009 and 2012 went to the wealthiest 1% of Americans. http://on.wsj.com/1d5PCwk

During that period, the top 1% saw their inflation-adjusted income climb 31.4%, while the bottom 99% saw growth of 0.4%.",1378914099,182,1314,1338,2013-09-11 21:11:39,status,mobile_status_update
"President Obama will pursue diplomacy to try to resolve the standoff with Syria: http://on.wsj.com/15jP2cE

But he insisted the U.S. must still have the option to conduct military strikes, if needed. ""Even a limited strike will send a message to Assad that no other nation can deliver,"" he said.

What should the U.S.'s next steps on Syria be?",1378910610,156,65,401,2013-09-11 20:13:30,status,mobile_status_update
"The 12th anniversary of the September 11 attacks is the first to see the new Freedom Tower topped out at 1,776 feet, standing alongside the beacons representing the fallen World Trade Center towers. Commemorations:  http://on.wsj.com/1e1LLTO

What has changed for you in the past 12 years as a result of - or in spite of - 9/11? 

Photo: Reuters",1378902530,203,3573,9074,2013-09-11 17:58:50,photo,added_photos
